Id,SalePrice
1575,228467.54814358978
1576,258164.2366436737
1577,180114.85645181677
1578,132962.343561927
1579,136819.1858752421
1580,201152.75444358806
1581,155783.90651607557
1582,125995.59714148992
1583,333838.27598424326
1584,227943.99115991435
1585,139710.5485452188
1586,80689.07880826849
1587,105633.65938396496
1588,146423.67211373252
1589,104361.30402119314
1590,141790.19183525874
1591,87354.25750998009
1592,118500.25818538888
1593,127969.54141907937
1594,123893.74138117243
1595,93045.12064178572
1596,209794.76445815118
1597,164448.0399696063
1598,189587.79605354674
1599,184933.92953290718
1600,175229.5107266288
1601,69167.80114454671
1602,115445.32541506615
1603,91469.20966340472
1604,246743.46998617763
1605,259079.05654123554
1606,178260.7316812527
1607,188518.56111551137
1608,210686.52612356754
1609,188784.03503517338
1610,146716.42030333533
1611,141275.377328458
1612,164914.96252050303
1613,172724.67866442396
1614,132034.72288328808
1615,99376.90070495263
1616,82746.70845843003
1617,103544.00535345064
1618,126467.86400475948
1619,147329.55073014973
1620,166752.4310760641
1621,139473.57789142197
1622,140353.9857079307
1623,284515.8846986546
1624,206746.58084669578
1625,118573.13960233783
1626,177071.86388467043
1627,192234.33885366318
1628,280925.66868308105
1629,176911.07187386666
1630,339985.4466371582
1631,196597.59653105045
1632,216974.20221516525
1633,175666.70502242996
1634,185410.63908834098
1635,176161.24745147847
1636,156618.19908945967
1637,190828.76322580635
1638,204436.98432991316
1639,191765.92723289152
1640,265907.8103173365
1641,183496.33818981593
1642,221090.79652223387
1643,221588.12227397272
1644,230460.62899994236
1645,248616.09397151734
1646,168603.71678661616
1647,167379.7500272045
1648,129013.38450454525
1649,137520.99392370673
1650,120706.94341422453
1651,125922.94680383397
1652,111747.18742708687
1653,118198.37725105682
1654,154049.51328261982
1655,148000.6107271118
1656,149448.90871568743
1657,153411.6169918805
1658,151240.3099160553
1659,130859.38352654695
1660,144715.99834156068
1661,454734.368125297
1662,384422.3886077324
1663,344564.04986229155
1664,548742.5191587906
1665,282831.2655348851
1666,321190.18050137913
1667,342151.4610530712
1668,320505.304255752
1669,281570.31475401623
1670,322877.4846943169
1671,251586.1568635513
1672,429720.7212447523
1673,289297.994397822
1674,243970.8112270033
1675,182344.812713032
1676,185891.41481298328
1677,205928.7892607422
1678,475798.6841150098
1679,346368.1738664179
1680,299966.8535255547
1681,223550.80659891423
1682,284102.61234457523
1683,183103.30315053347
1684,189346.66851797292
1685,171726.14972837636
1686,170052.33697500252
1687,170891.95419826085
1688,192663.66262032208
1689,196092.20408081904
1690,201054.20135952008
1691,189603.76821970253
1692,258445.70591870561
1693,168410.53842699277
1694,181886.9401695532
1695,170911.3108554187
1696,274073.44574973854
1697,179608.70329192423
1698,369107.86596318876
1699,314495.8233254996
1700,245006.07889060944
1701,259272.72402295048
1702,247991.54316340789
1703,253081.55311200803
1704,284986.9786500689
1705,223756.045079913
1706,443471.78242180124
1707,196249.32773366474
1708,194299.6012452717
1709,270841.262345427
1710,213657.78740371048
1711,263729.806415231
1712,256435.4226074285
1713,267631.3970727989
1714,215038.66564262004
1715,194308.7804445876
1716,184350.1233884674
1717,177129.57152702947
1718,132444.57382063288
1719,196704.00311617082
1720,243519.4640182597
1721,174333.44174109498
1722,125216.115528813
1723,159487.36923783712
1724,214499.11259584513
1725,227819.6697440549
1726,183906.09600500076
1727,149576.9816187057
1728,181150.64836148653
1729,165999.97584677185
1730,172370.8559174039
1731,118689.09260394776
1732,123905.27238479746
1733,113892.58090110403
1734,117668.31088685336
1735,136771.95727297803
1736,112360.34896072945
1737,397065.58225922263
1738,248846.31646279976
1739,275596.51473232236
1740,204040.35404083887
1741,179787.311373173
1742,153279.95637518063
1743,170704.95975852266
1744,320243.10552298714
1745,207684.25840628534
1746,199568.96132603177
1747,232902.69995384995
1748,228827.87042304894
1749,147854.0254577389
1750,138247.15110211272
1751,267204.2976971367
1752,114261.17712408681
1753,146403.06011315648
1754,215685.59016183976
1755,154256.82607528043
1756,133768.7467546378
1757,115143.74824449104
1758,140074.8527807809
1759,165021.82628163765
1760,171575.6007473779
1761,164354.0090092001
1762,178484.7798763348
1763,163554.51557660045
1764,108018.51433596092
1765,182220.61169828643
1766,201554.7315337673
1767,261183.55213926514
1768,136428.6942783364
1769,185558.25555605546
1770,157527.69213237063
1771,117904.07724461822
1772,124808.98456628971
1773,125322.43080375505
1774,132970.9953670632
1775,135475.84150253545
1776,120263.09757561599
1777,104393.88539124271
1778,139437.30912367295
1779,112680.34365513104
1780,185828.5389538762
1781,119365.89618650085
1782,83371.40594480756
1783,142452.93025476276
1784,101831.38473232182
1785,109694.9145352413
1786,142595.6109992103
1787,160413.27621708592
1788,61916.67492029497
1789,102166.42721890402
1790,71139.20956653566
1791,208794.56174231615
1792,165651.43343216815
1793,146154.9830083254
1794,168184.97986567268
1795,127678.08344983558
1796,95399.76046798001
1797,137498.20667464775
1798,113384.02751253782
1799,109580.63309791338
1800,109256.31249617653
1801,120245.99208707795
1802,146952.75759461278
1803,146083.92340441173
1804,139301.29760093582
1805,142571.32607954208
1806,136082.12267619203
1807,143650.5554162781
1808,120403.40025936834
1809,114856.87431477367
1810,139621.21340996737
1811,89367.46636613608
1812,94160.46017423636
1813,126511.33826213972
1814,92466.98702660452
1815,61495.67498617357
1816,102043.72175137817
1817,99681.57981520676
1818,131893.55831235935
1819,123542.28491111794
1820,67736.27824853791
1821,115763.07830941353
1822,148406.89577611611
1823,56807.15714567677
1824,124019.363881461
1825,127918.01261809528
1826,94618.50694009424
1827,104945.83415378432
1828,132625.20505261657
1829,131958.42565298622
1830,142879.54718807343
1831,157852.00864507194
1832,90460.70545002444
1833,139123.23298150784
1834,125439.75100156052
1835,124218.62475427017
1836,125460.8954950334
1837,94307.27442989187
1838,132224.2360214874
1839,104120.65954089542
1840,142107.65772239616
1841,131395.9798242796
1842,89478.9118178953
1843,138188.15019675205
1844,129494.66696450599
1845,134819.1865147005
1846,144883.61877045917
1847,141339.93230880034
1848,54877.3927222338
1849,107082.6223494399
1850,112762.70209376531
1851,144294.93957838338
1852,123632.7044852693
1853,124030.3660450217
1854,170149.9839033379
1855,149631.02553649424
1856,229274.8786465216
1857,127486.4140103616
1858,139271.79716338014
1859,117101.8838658317
1860,161006.3660990539
1861,116626.4094424234
1862,336671.8683931439
1863,333895.0875905774
1864,333971.0844187554
1865,349453.0913618447
1866,314841.7936475286
1867,237652.4403241807
1868,288854.19911607855
1869,215064.41969970794
1870,227022.1726309262
1871,240889.83802607693
1872,171186.8454558118
1873,225342.21572172965
1874,152653.0248014805
1875,197635.20061846732
1876,196215.81602629577
1877,211453.66702682228
1878,207483.19883037853
1879,118800.00268064326
1880,140590.11877407777
1881,256188.0106625248
1882,244891.01127058975
1883,182781.12751886313
1884,197927.02296587123
1885,237140.4073935956
1886,273052.92597692215
1887,221584.55264869696
1888,298557.22553924617
1889,167298.51914073335
1890,120295.22927110708
1891,139969.91328666476
1892,97673.88884949325
1893,125806.57357050489
1894,120494.7746025686
1895,134605.92379308256
1896,124768.463880448
1897,119356.26826320398
1898,119804.73102343098
1899,146485.0396092677
1900,143942.8649766993
1901,154712.01532827437
1902,128230.69775087257
1903,209612.7280800882
1904,131295.61219728427
1905,182764.84481136157
1906,161757.14057310854
1907,187870.20624732156
1908,132976.5718494542
1909,151278.63481593228
1910,140635.5681946802
1911,190543.696127855
1912,330531.24455499253
1913,141688.47682115843
1914,80157.84028134256
1915,261012.6753233774
1916,60293.11193895299
1917,258514.87877384754
1918,146045.39416418996
1919,197959.73442974576
1920,165282.37790427645
1921,371137.6624899567
1922,287544.90953387704
1923,220061.20881099364
1924,226568.55169391533
1925,207535.82691756162
1926,360581.09689768264
1927,132378.86666516773
1928,156554.2516784005
1929,123183.29241090556
1930,126513.84712039486
1931,150040.059548351
1932,137159.89024504693
1933,185756.13079120233
1934,185266.64168313818
1935,171868.61880347127
1936,180007.88224841238
1937,178618.61099499927
1938,161347.42320816297
1939,229116.72305743696
1940,178333.47687147168
1941,177525.588327216
1942,174053.0359056656
1943,194035.4904226789
1944,293166.62192571553
1945,323293.80417621887
1946,144583.5238900498
1947,269032.22928731557
1948,177744.97586504385
1949,241316.2164179807
1950,199588.5096323677
1951,264550.6355007115
1952,223071.64613100476
1953,169256.81783467127
1954,199657.7075602121
1955,135655.06311286145
1956,382122.8818805237
1957,159016.40220338842
1958,314149.5586494088
1959,141492.29453552462
1960,105501.33116233053
1961,121466.16394433711
1962,110876.35973479986
1963,123485.55651472358
1964,113888.01894481377
1965,152308.03901222988
1966,146232.0431775108
1967,281589.91335094615
1968,397636.4946501765
1969,330122.69862485747
1970,404790.8199924583
1971,479755.5659564522
1972,364304.95530959923
1973,262374.83440762234
1974,302955.96398621495
1975,533666.2394889725
1976,270637.6712187423
1977,333119.01521987113
1978,323348.8420218615
1979,308551.6467393481
1980,185365.82888784067
1981,325597.6595361203
1982,216260.0471675611
1983,198608.70426422736
1984,169702.90926840898
1985,230587.62265370475
1986,231559.2056181289
1987,189771.1638022426
1988,174969.641843448
1989,194696.48868144085
1990,211815.43319065653
1991,227773.27074518122
1992,212946.54944701292
1993,176082.60493045475
1994,240405.33281313334
1995,188323.1873132805
1996,232975.54147646154
1997,285525.1315954132
1998,308082.71163062437
1999,275079.5968861582
2000,307010.93406212947
2001,263799.62838799466
2002,245405.61172730647
2003,256567.84962414403
2004,290395.2236259685
2005,221931.23752029304
2006,214531.58280042966
2007,243676.61902258775
2008,203187.0842508171
2009,186268.36075023873
2010,191513.6749311147
2011,137940.46318582154
2012,171804.17813161947
2013,164804.60539626246
2014,171747.36684484582
2015,178512.52485256077
2016,183715.19782329322
2017,185453.95836306032
2018,121536.7103912973
2019,146959.4662640021
2020,108921.50091871007
2021,104920.2559430068
2022,185739.63756446601
2023,144399.8914008434
2024,260306.26297211318
2025,347317.20026488736
2026,164002.24609957656
2027,148586.3040511946
2028,158365.79611608965
2029,160578.502978733
2030,247193.06318765742
2031,231396.28819073705
2032,235939.38670361837
2033,239725.9911591024
2034,166053.5201126748
2035,213656.58656634382
2036,199840.56021061304
2037,203984.83813985102
2038,312634.1522165285
2039,200781.64038363917
2040,293050.67895766255
2041,300904.12619470974
2042,179209.99016816786
2043,139377.77091216657
2044,193878.62831870303
2045,226521.74214173405
2046,143828.05617701914
2047,142210.06721197447
2048,142747.77930499602
2049,145546.02240173987
2050,175615.4541546161
2051,103208.08258308077
2052,125913.85682746756
2053,141119.82468164875
2054,90288.88029594992
2055,146038.54608268014
2056,142858.15148220208
2057,109108.78790816727
2058,207942.6497219885
2059,129435.70407350309
2060,183807.4793138893
2061,177866.47304349163
2062,119073.69611728044
2063,104290.12486182916
2064,134886.79933342335
2065,114473.55033961002
2066,157165.1504641249
2067,114013.75171243098
2068,143553.02982605397
2069,87127.23245112417
2070,111904.32789607713
2071,94086.06783842634
2072,144932.44563177065
2073,135420.42687573997
2074,171745.9635745208
2075,139688.85219518325
2076,127849.09719659103
2077,133571.61994033953
2078,113666.71022991063
2079,132221.85454289152
2080,121271.26319249782
2081,120399.49812507197
2082,125594.94336716102
2083,136044.0753930303
2084,106272.44498788887
2085,111906.46802382017
2086,136291.86635638124
2087,130624.52556007655
2088,102126.06863725677
2089,82539.55409119144
2090,134536.4789873911
2091,92996.22186282303
2092,127982.19063669685
2093,120925.67206060266
2094,115405.32050102658
2095,155528.6750825586
2096,88514.2029674397
2097,96238.60131285762
2098,144030.0508557852
2099,67836.71326793119
2100,74951.4706076172
2101,110458.41846185987
2102,134638.31759319894
2103,97961.17848276556
2104,134420.61198646395
2105,120095.90708621111
2106,64403.506859562156
2107,182788.7324211258
2108,115299.59997168704
2109,109074.73759175767
2110,124158.1086955626
2111,152915.15083566177
2112,120896.07110209049
2113,121776.27613109726
2114,122750.83691173937
2115,155153.23691292535
2116,121023.70848376823
2117,146456.62551323048
2118,116947.84752131921
2119,113856.23357689829
2120,123070.09896523277
2121,96583.52276385156
2122,95349.52545458882
2123,96789.84366434759
2124,164569.37694844272
2125,125945.6476125708
2126,127623.74672691931
2127,159620.49939884036
2128,124407.07393184179
2129,108165.72540710098
2130,134793.5632850316
2131,160240.1993841576
2132,116367.93205094864
2133,120274.79906893827
2134,121818.5116634664
2135,107417.7555108698
2136,66668.45543955534
2137,116330.518603715
2138,133108.51782771273
2139,151161.66956643653
2140,139763.5571983913
2141,158170.75767524826
2142,113166.9881617234
2143,137768.84478441376
2144,112875.76054048049
2145,143519.8409994056
2146,177627.146228589
2147,143864.31805090353
2148,139925.03429233626
2149,152921.1715177852
2150,226075.1191273578
2151,119396.6373198362
2152,157684.07872461207
2153,183560.8801720985
2154,105391.18498687742
2155,147683.56068862928
2156,264529.05769446614
2157,241703.40341263745
2158,221319.61969812243
2159,203864.29653820224
2160,192420.53340208146
2161,251348.11312661675
2162,487729.88753815857
2163,371194.5150975691
2164,238497.24259887703
2165,185422.45899465878
2166,156672.83195179468
2167,212302.77167277547
2168,184652.45268928542
2169,185337.71901302424
2170,194502.07982711185
2171,152972.82978888604
2172,142372.79590457017
2173,177348.14894602672
2174,226176.7744802752
2175,303768.6548351477
2176,288916.68462266406
2177,237608.47769002136
2178,215812.08409570548
2179,138115.22120490886
2180,233460.81718216973
2181,183848.69829393152
2182,222201.2190260211
2183,185461.6449116534
2184,128044.78333442868
2185,118716.70436319668
2186,168030.70443825837
2187,160747.75266119197
2188,168099.01659035496
2189,278633.3827544593
2190,78983.2332266491
2191,79007.46231929785
2192,84640.03682056045
2193,106620.01871280328
2194,111590.06245711057
2195,95498.24106474873
2196,97761.47102917115
2197,116687.58837730323
2198,160364.5075897892
2199,200881.70184165146
2200,129261.57016765806
2201,120760.78892494862
2202,190614.4374453159
2203,112272.70184786325
2204,146880.60795468022
2205,102913.34652289309
2206,132217.04621981483
2207,205709.5261784199
2208,253249.8303539752
2209,205025.64404907965
2210,135929.46361570322
2211,129489.15834305917
2212,126978.41235460542
2213,102572.20251543788
2214,133318.88221269718
2215,105006.22868588478
2216,137688.67045875508
2217,69389.73525920928
2218,85521.36410723004
2219,90615.02801451739
2220,87555.68146492653
2221,262943.4917097766
2222,229677.1549507792
2223,266823.47138107504
2224,225160.85848423606
2225,126039.28271901912
2226,184073.47972106712
2227,202281.7074796834
2228,256445.75446013853
2229,252836.70373943803
2230,142895.8039925043
2231,205602.39739517306
2232,189663.4683251139
2233,181328.1149496696
2234,236353.42634497327
2235,201373.31020996056
2236,261417.94685501853
2237,315720.02012971364
2238,216747.1483049084
2239,121247.88634891165
2240,151948.0982514687
2241,143561.69629741134
2242,130479.05171225786
2243,137501.93587146327
2244,111981.52904524309
2245,106508.8514643423
2246,134196.39860225923
2247,141698.2830722371
2248,125487.31416641625
2249,125693.46325924552
2250,135621.99267640096
2251,94354.28161494069
2252,189353.21968911056
2253,156460.47671176484
2254,170094.168075812
2255,201653.28177403536
2256,173350.9718181913
2257,207612.87312956023
2258,161477.09443236722
2259,175346.64317303497
2260,166984.86061853747
2261,176059.61155194324
2262,195285.4299437825
2263,333639.8938440122
2264,544473.3229590036
2265,172737.09931600056
2266,250859.58497425288
2267,335665.43630006665
2268,404939.3300484837
2269,161860.35603227135
2270,197217.15102069685
2271,233910.4100523269
2272,208658.86015227303
2273,131100.14396715502
2274,175963.55804858258
2275,182907.71064928186
2276,188799.117554738
2277,201394.76808028063
2278,154962.41822637577
2279,117449.75764408031
2280,110513.25889478035
2281,164227.7246997115
2282,179686.74336469616
2283,122010.23331836452
2284,117471.55443644966
2285,151873.08802321393
2286,122912.83499253937
2287,332848.57576659834
2288,266721.64660405624
2289,372456.0807062112
2290,436423.3222457672
2291,317162.1695764355
2292,434904.38210672984
2293,480693.31122428126
2294,353249.5274587032
2295,489664.33636420907
2296,276319.09010396135
2297,314371.47875454486
2298,290366.7238487742
2299,349420.6576407757
2300,305819.6041143084
2301,281944.9187005344
2302,246244.010709121
2303,233286.4379197429
2304,256711.10207682019
2305,195936.9545808693
2306,187399.56326575187
2307,185881.4953617096
2308,215895.30885882513
2309,253882.35357084777
2310,209040.7362927078
2311,203508.93153579487
2312,184421.53888049428
2313,172627.52606771624
2314,180588.37687686543
2315,186243.57527138604
2316,196819.88745536574
2317,176414.20206011337
2318,173816.29371495766
2319,188099.2592896082
2320,195710.15666507056
2321,247294.25535827567
2322,195060.13749755474
2323,174382.87938545647
2324,185913.5155858657
2325,222423.63120161786
2326,175332.59699754984
2327,204914.3454588977
2328,221439.74141705676
2329,190913.7630009562
2330,186394.93844932693
2331,352825.84270589205
2332,369440.1582870711
2333,330198.04469145456
2334,239820.082221503
2335,259526.78329218243
2336,313071.8508643798
2337,201003.42926258664
2338,287790.3115143951
2339,223642.84333553413
2340,401617.33294939215
2341,224169.24761427846
2342,228120.8556609538
2343,229121.6891694016
2344,215602.33706284047
2345,239973.6879665714
2346,208450.7641532211
2347,191187.55582633032
2348,237934.68684708147
2349,172951.75549650512
2350,293593.0907915702
2351,235834.1687662738
2352,238855.43142253958
2353,241654.10527337986
2354,141986.07979460293
2355,143768.38685407228
2356,153989.52929057405
2357,191994.22804918382
2358,180582.049939905
2359,138909.16315572942
2360,117970.55333378662
2361,151659.75663178248
2362,265162.37381030835
2363,131991.87478402874
2364,185151.3948298752
2365,219775.51324521072
2366,188659.08201335336
2367,210245.69874948327
2368,204703.4030362543
2369,211614.62565503689
2370,167185.1653879146
2371,150723.15309573166
2372,176550.31385553913
2373,291016.57164172555
2374,339895.0813636189
2375,234958.93917084907
2376,297525.81335205183
2377,365433.84123297763
2378,144163.62519223263
2379,214125.78197095456
2380,149963.32688425077
2381,167120.90937951955
2382,230486.97488152122
2383,207433.32333029632
2384,247153.41237061107
2385,171856.65918546927
2386,129218.30850241751
2387,127751.56082091219
2388,104976.78852845884
2389,122674.55075897505
2390,133826.7944718565
2391,145559.77238851693
2392,114015.88526168224
2393,167582.326430386
2394,132156.0245248944
2395,214194.13680163026
2396,141562.3621060195
2397,229834.78335600346
2398,129466.23394928365
2399,64081.90092606161
2400,67036.76042016372
2401,126534.85612368883
2402,128829.00968349751
2403,147559.1244973213
2404,138952.68391454656
2405,155806.29380133297
2406,145257.94931782657
2407,121815.60166987503
2408,148015.57302504434
2409,118907.95608294843
2410,194876.36547123562
2411,110014.70080085513
2412,147134.3346452259
2413,116659.92482310634
2414,148706.12940046308
2415,129196.34914722986
2416,126059.68138107845
2417,131660.74358033162
2418,134535.52641486656
2419,107680.30190519519
2420,125162.28478589491
2421,145947.33378649168
2422,105817.56159182265
2423,101903.4007986746
2424,153387.72399148217
2425,216506.7438231551
2426,135887.30148223275
2427,111721.43714914811
2428,178057.2806145815
2429,113392.13325980405
2430,133797.55654959517
2431,106874.64483899543
2432,134475.93341118243
2433,139398.11823541264
2434,129241.4627992026
2435,149799.7406071558
2436,102689.04559865993
2437,106126.41334539623
2438,120484.54466754034
2439,115730.91637526598
2440,126712.37727728015
2441,103637.3872393072
2442,104947.87375065363
2443,131634.4965263747
2444,125976.92770544338
2445,88077.27059225824
2446,127089.08787286177
2447,195201.99934675446
2448,138688.33124420524
2449,113956.12010707642
2450,146633.5775638831
2451,133118.21156649292
2452,184710.33342188163
2453,92095.63979555437
2454,117972.20841323232
2455,127761.96974761317
2456,127454.27027810147
2457,127599.05059503236
2458,128037.37766724754
2459,106712.37207597404
2460,138717.92570639137
2461,122803.16977710766
2462,130063.32149110376
2463,114583.45513561174
2464,169693.1168976481
2465,131026.95690739724
2466,106888.84250553808
2467,150427.35796961514
2468,87422.73323634887
2469,83619.8560823463
2470,194418.19039951946
2471,250151.14999254083
2472,160045.0376825596
2473,116782.58192375289
2474,76693.40710487166
2475,238830.62048831984
2476,105892.66841224737
2477,111819.74287719122
2478,158227.83532077557
2479,103497.685321706
2480,153031.56124406733
2481,113343.46011186701
2482,128573.79358709167
2483,108195.28503517323
2484,122698.16426483165
2485,129329.113149908
2486,140945.33623074216
2487,159893.82994096362
2488,174342.56727761426
2489,159087.9567601332
2490,148345.86127209623
2491,101092.51843948584
2492,191394.7070881882
2493,144295.53612401805
2494,150802.09443738282
2495,93794.01842820723
2496,234018.1359229638
2497,147994.3584021827
2498,106175.38227712038
2499,91569.96069300066
2500,126674.10003350148
2501,130371.39572986709
2502,150001.4426495755
2503,96498.41208093877
2504,233627.82627294498
2505,214839.81100000226
2506,268460.446189648
2507,311420.0840217728
2508,268727.0047622647
2509,214381.98108898452
2510,227306.37461196634
2511,176688.58840807612
2512,196496.46135699653
2513,225279.12522393087
2514,247078.77834544118
2515,143131.7043794945
2516,173678.55590998675
2517,145938.94906214444
2518,144912.34434696587
2519,215090.78046728257
2520,210186.93370028734
2521,185174.1712601473
2522,222407.83760970202
2523,121004.76496028625
2524,133281.8168888842
2525,154386.05786992869
2526,136469.7114459886
2527,111635.23291672346
2528,125360.49245608266
2529,129095.23164063731
2530,133366.842437236
2531,258154.7209337594
2532,226177.98953002298
2533,193507.44613791455
2534,226067.3295466746
2535,295931.6104760358
2536,242962.38885920198
2537,225550.5004516632
2538,192133.53692528157
2539,186972.16479903465
2540,184207.0853112584
2541,190112.50415990505
2542,150270.90685291032
2543,124192.82492131542
2544,117663.20976193956
2545,133431.2242503968
2546,137885.48748863413
2547,159058.83664578176
2548,157625.18334328692
2549,158227.1986411485
2550,1198349.9710312716
2551,139234.4352908107
2552,131457.83590496134
2553,71605.96583743932
2554,104302.04969549368
2555,126668.616338568
2556,102038.98168273746
2557,107209.86454958434
2558,137804.56886896933
2559,110979.74386025342
2560,141208.68110928318
2561,140833.4191904974
2562,122170.49773070627
2563,139841.83722116044
2564,185172.18929102027
2565,128908.50641266078
2566,124886.67001304279
2567,114641.60560076844
2568,210862.5822356394
2569,203245.45390215176
2570,135675.8388344753
2571,163098.50289098843
2572,163379.2759518222
2573,208316.13400474234
2574,260159.68662093926
2575,136387.04624804904
2576,120570.2871755563
2577,129103.7603199214
2578,96765.56501813466
2579,64009.575699573244
2580,105560.05426241571
2581,126672.73426190493
2582,133730.62610973176
2583,265593.81865533744
2584,181407.7685938812
2585,183389.0941201029
2586,225287.54499987426
2587,212946.6387019384
2588,142323.2700852862
2589,157694.80929176454
2590,215346.25637919636
2591,215155.48988069047
2592,215660.47871637193
2593,229957.15705551914
2594,186277.59735481275
2595,192859.54749668395
2596,290405.73576471524
2597,180495.42636149228
2598,274659.05091171537
2599,352114.9290101639
2600,159569.08947858922
2601,140314.20202622484
2602,92100.43902460767
2603,94762.3798026187
2604,93890.72211570568
2605,89465.68437347002
2606,139962.22160652344
2607,215023.41138039803
2608,221331.1983008614
2609,174539.00631167623
2610,110258.59182003312
2611,120901.83980537493
2612,163507.2986805919
2613,132710.33342393243
2614,122432.8981278687
2615,147915.9220812627
2616,157837.20388994162
2617,188489.65553378666
2618,191553.1501642315
2619,206793.77373738412
2620,186119.83761181694
2621,173784.04658485774
2622,182044.74770169656
2623,233370.3097595415
2624,310888.83495035983
2625,275611.7233063368
2626,179515.3833644631
2627,163888.65745977717
2628,427588.78134852846
2629,456994.1401458064
2630,344680.75278269284
2631,467408.49217508035
2632,371795.16005475743
2633,274357.76225651737
2634,391109.0455912155
2635,163644.85209441237
2636,194075.02732128865
2637,173722.58648578092
2638,262655.5454578594
2639,189382.40272960396
2640,156973.3900440514
2641,102981.29503389719
2642,178643.17619039863
2643,118570.51272151945
2644,138961.86702195523
2645,98042.52971948581
2646,108801.85075228123
2647,118218.56966870314
2648,149603.04486050372
2649,153495.31680930595
2650,150488.85095277717
2651,146296.76839472822
2652,427434.8260236202
2653,247037.7850424498
2654,243571.11468350398
2655,373633.96648995776
2656,310014.51598322013
2657,332152.0145127409
2658,274482.6607693778
2659,299778.35757893627
2660,347434.1657677057
2661,341505.73886576405
2662,319351.05366378545
2663,295772.4371087314
2664,245255.89497530457
2665,322141.47745928593
2666,266860.7804090008
2667,185588.86246074954
2668,193041.79555118465
2669,178322.79747724318
2670,288017.0986440372
2671,194333.02377491846
2672,202480.36428801387
2673,200995.63670164798
2674,211896.45566147275
2675,173368.02109841697
2676,193458.39346493263
2677,206585.4253541455
2678,262079.11723949725
2679,272384.6029377444
2680,272443.41553439054
2681,376835.40986299986
2682,315312.93571839825
2683,536373.65578581
2684,297552.25459573156
2685,321910.61845822784
2686,265939.4275953961
2687,326820.473749618
2688,225407.26221560143
2689,202873.43373720383
2690,463219.13734429824
2691,178710.16259711861
2692,134086.5668916088
2693,200579.73407646533
2694,145928.12963244828
2695,191902.3729980449
2696,182372.96593391232
2697,181708.54513897118
2698,188621.13989350063
2699,168007.5803550571
2700,147298.13970393743
2701,152337.2967665235
2702,114658.51319773523
2703,144190.45678956472
2704,149430.63494948327
2705,112677.03168465021
2706,112628.30455660434
2707,123114.8006906857
2708,126108.29091298777
2709,109121.85532349658
2710,127382.51850305572
2711,349328.405208021
2712,381401.84194802743
2713,169459.56297568668
2714,149357.22498606917
2715,149434.95665478555
2716,146251.47000135263
2717,176603.64894212293
2718,212288.25183447232
2719,144265.70748892115
2720,195114.91563838001
2721,131431.32144194946
2722,161327.8077371693
2723,163095.68317209673
2724,121698.47335092176
2725,123413.35217587445
2726,142008.13619427168
2727,196376.66469735478
2728,173729.20464797824
2729,150163.03874526292
2730,138333.72838233862
2731,130518.48113073409
2732,119575.85906119626
2733,172669.94804817016
2734,157479.4916970292
